,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category
103992,2002255N26273,2002-09-13 06:00:00,GM,HANNA,40.0,1002.0,236,26.9,-88.8,3,TS
103994,2002255N26273,2002-09-13 12:00:00,GM,HANNA,45.0,1002.0,179,27.4,-89.3,3,TS
103996,2002255N26273,2002-09-13 18:00:00,GM,HANNA,45.0,1003.0,146,27.7,-89.3,3,TS
103998,2002255N26273,2002-09-14 00:00:00,GM,HANNA,50.0,1001.0,112,28.0,-89.2,3,TS
104000,2002255N26273,2002-09-14 06:00:00,GM,HANNA,50.0,1003.0,33,28.7,-89.1,3,TS
104001,2002255N26273,2002-09-14 08:00:00,GM,HANNA,50.0,1003.0,0,29.1,-89.1,3,TS
104003,2002255N26273,2002-09-14 12:00:00,GM,HANNA,50.0,1003.0,34,30.0,-88.8,3,TS
104004,2002255N26273,2002-09-14 15:00:00,GM,HANNA,50.0,1002.0,0,30.4,-88.4,3,TS
104014,2002258N10300,2002-09-15 00:00:00,CS,ISIDORE,25.0,1009.0,15,10.2,-62.4,3,TS
104016,2002258N10300,2002-09-15 06:00:00,CS,ISIDORE,25.0,1009.0,10,10.6,-64.3,3,TS
104018,2002258N10300,2002-09-15 12:00:00,CS,ISIDORE,25.0,1009.0,67,11.2,-66.4,3,TS
104020,2002258N10300,2002-09-15 18:00:00,CS,ISIDORE,25.0,1009.0,105,12.3,-68.5,3,TS
104022,2002258N10300,2002-09-16 00:00:00,CS,ISIDORE,20.0,1009.0,228,14.2,-70.5,3,TS
104024,2002258N10300,2002-09-16 06:00:00,CS,ISIDORE,20.0,1008.0,291,15.0,-71.9,3,TS
104026,2002258N10300,2002-09-16 12:00:00,CS,ISIDORE,20.0,1008.0,286,15.5,-73.2,3,TS
104028,2002258N10300,2002-09-16 18:00:00,CS,ISIDORE,20.0,1008.0,265,15.7,-74.5,3,TS
104030,2002258N10300,2002-09-17 00:00:00,CS,ISIDORE,25.0,1008.0,253,15.8,-75.3,3,TS
104032,2002258N10300,2002-09-17 06:00:00,CS,ISIDORE,25.0,1008.0,235,15.8,-76.1,3,TS
104034,2002258N10300,2002-09-17 12:00:00,CS,ISIDORE,30.0,1008.0,205,15.9,-76.8,3,TS
104036,2002258N10300,2002-09-17 18:00:00,CS,ISIDORE,30.0,1006.0,158,16.3,-77.4,3,TS
104038,2002258N10300,2002-09-18 00:00:00,CS,ISIDORE,30.0,1006.0,123,16.7,-77.7,3,TS
104040,2002258N10300,2002-09-18 06:00:00,CS,ISIDORE,35.0,1006.0,99,17.1,-78.1,3,TS
104042,2002258N10300,2002-09-18 12:00:00,CS,ISIDORE,40.0,1004.0,56,17.7,-78.5,3,TS
104044,2002258N10300,2002-09-18 18:00:00,CS,ISIDORE,45.0,1001.0,46,18.7,-78.6,3,TS
104046,2002258N10300,2002-09-19 00:00:00,CS,ISIDORE,50.0,998.0,145,19.3,-79.3,3,TS
104048,2002258N10300,2002-09-19 06:00:00,CS,ISIDORE,50.0,990.0,227,19.7,-80.4,3,TS
104050,2002258N10300,2002-09-19 12:00:00,CS,ISIDORE,60.0,990.0,221,19.9,-80.9,3,TS
104052,2002258N10300,2002-09-19 18:00:00,CS,ISIDORE,65.0,983.0,157,20.4,-81.7,3,Cat1
104054,2002258N10300,2002-09-20 00:00:00,CS,ISIDORE,75.0,979.0,93,20.7,-82.3,3,Cat1
104056,2002258N10300,2002-09-20 06:00:00,CS,ISIDORE,90.0,967.0,39,21.1,-83.0,3,Cat2
104058,2002258N10300,2002-09-20 12:00:00,CS,ISIDORE,85.0,966.0,51,21.5,-83.5,3,Cat2
104060,2002258N10300,2002-09-20 18:00:00,CS,ISIDORE,75.0,965.0,11,21.8,-84.0,3,Cat1
104064,2002258N10300,2002-09-21 06:00:00,GM,ISIDORE,85.0,964.0,45,22.3,-85.1,3,Cat2
104066,2002258N10300,2002-09-21 12:00:00,GM,ISIDORE,100.0,955.0,83,22.0,-85.8,3,Cat3
104068,2002258N10300,2002-09-21 18:00:00,GM,ISIDORE,110.0,946.0,98,21.9,-86.1,3,Cat3
104070,2002258N10300,2002-09-22 00:00:00,GM,ISIDORE,110.0,947.0,84,22.1,-86.5,3,Cat3
104072,2002258N10300,2002-09-22 06:00:00,GM,ISIDORE,110.0,936.0,63,22.0,-87.4,3,Cat3
104074,2002258N10300,2002-09-22 12:00:00,GM,ISIDORE,110.0,934.0,44,21.9,-88.2,3,Cat3
104076,2002258N10300,2002-09-22 18:00:00,GM,ISIDORE,110.0,935.0,24,21.6,-88.9,3,Cat3
104090,2002258N10300,2002-09-24 12:00:00,GM,ISIDORE,50.0,987.0,55,21.7,-89.7,3,TS
104092,2002258N10300,2002-09-24 18:00:00,GM,ISIDORE,50.0,988.0,100,22.1,-89.8,3,TS
104094,2002258N10300,2002-09-25 00:00:00,GM,ISIDORE,50.0,987.0,194,23.0,-89.7,3,TS
104096,2002258N10300,2002-09-25 06:00:00,GM,ISIDORE,50.0,987.0,322,24.2,-89.7,3,TS
104098,2002258N10300,2002-09-25 12:00:00,GM,ISIDORE,50.0,990.0,413,25.4,-90.2,3,TS
104100,2002258N10300,2002-09-25 18:00:00,GM,ISIDORE,55.0,988.0,313,26.3,-90.4,3,TS
104102,2002258N10300,2002-09-26 00:00:00,GM,ISIDORE,55.0,989.0,178,27.5,-90.3,3,TS
104104,2002258N10300,2002-09-26 06:00:00,GM,ISIDORE,55.0,984.0,9,29.1,-90.3,3,TS
104327,2002265N10315,2002-09-23 18:00:00,CS,LILI,50.0,1005.0,211,12.5,-60.4,3,TS
104329,2002265N10315,2002-09-24 00:00:00,CS,LILI,50.0,1006.0,224,12.7,-62.1,3,TS
104331,2002265N10315,2002-09-24 06:00:00,CS,LILI,50.0,1006.0,244,12.8,-63.7,3,TS
104333,2002265N10315,2002-09-24 12:00:00,CS,LILI,60.0,1004.0,279,13.0,-64.9,3,TS
104335,2002265N10315,2002-09-24 18:00:00,CS,LILI,50.0,1007.0,291,13.2,-66.0,3,TS
104337,2002265N10315,2002-09-25 00:00:00,CS,LILI,35.0,1008.0,304,13.5,-66.9,3,TS
104339,2002265N10315,2002-09-25 06:00:00,CS,LILI,35.0,1008.0,293,13.7,-67.5,3,TS
104341,2002265N10315,2002-09-25 12:00:00,CS,LILI,40.0,1008.0,281,14.0,-68.2,3,TS
104343,2002265N10315,2002-09-25 18:00:00,CS,LILI,40.0,1007.0,258,14.2,-68.9,3,TS
104345,2002265N10315,2002-09-26 00:00:00,CS,LILI,35.0,1007.0,268,14.5,-69.8,3,TS
104347,2002265N10315,2002-09-26 06:00:00,CS,LILI,35.0,1007.0,285,14.9,-71.0,3,TS
104349,2002265N10315,2002-09-26 12:00:00,CS,LILI,30.0,1007.0,271,15.3,-72.2,3,TS
104351,2002265N10315,2002-09-26 18:00:00,CS,LILI,30.0,1006.0,280,15.6,-73.0,3,TS
104353,2002265N10315,2002-09-27 00:00:00,CS,LILI,30.0,1006.0,259,15.7,-73.5,3,TS
104355,2002265N10315,2002-09-27 06:00:00,CS,LILI,30.0,1006.0,235,15.9,-74.0,3,TS
104357,2002265N10315,2002-09-27 12:00:00,CS,LILI,35.0,1003.0,225,16.1,-74.6,3,TS
104359,2002265N10315,2002-09-27 18:00:00,CS,LILI,40.0,1004.0,185,16.7,-75.0,3,TS
104361,2002265N10315,2002-09-28 00:00:00,CS,LILI,45.0,999.0,125,17.4,-75.1,3,TS
104363,2002265N10315,2002-09-28 06:00:00,CS,LILI,45.0,999.0,77,17.5,-75.6,3,TS
104365,2002265N10315,2002-09-28 12:00:00,CS,LILI,45.0,1002.0,87,18.1,-75.4,3,TS
104367,2002265N10315,2002-09-28 18:00:00,CS,LILI,45.0,1003.0,71,18.5,-75.7,3,TS
104369,2002265N10315,2002-09-29 00:00:00,CS,LILI,45.0,1001.0,70,18.8,-76.1,3,TS
104371,2002265N10315,2002-09-29 06:00:00,CS,LILI,40.0,999.0,45,18.8,-76.8,3,TS
104373,2002265N10315,2002-09-29 12:00:00,CS,LILI,45.0,994.0,33,18.7,-77.2,3,TS
104375,2002265N10315,2002-09-29 18:00:00,CS,LILI,50.0,994.0,33,18.7,-77.6,3,TS
104377,2002265N10315,2002-09-30 00:00:00,CS,LILI,55.0,993.0,67,19.0,-78.1,3,TS
104379,2002265N10315,2002-09-30 06:00:00,CS,LILI,60.0,990.0,88,19.1,-78.7,3,TS
104381,2002265N10315,2002-09-30 12:00:00,CS,LILI,65.0,986.0,191,19.6,-79.6,3,Cat1
104382,2002265N10315,2002-09-30 14:00:00,CS,LILI,65.0,986.0,198,19.7,-79.8,3,Cat1
104384,2002265N10315,2002-09-30 18:00:00,CS,LILI,65.0,984.0,192,20.0,-80.3,3,Cat1
104386,2002265N10315,2002-10-01 00:00:00,CS,LILI,70.0,978.0,168,20.5,-81.1,4,Cat1
104388,2002265N10315,2002-10-01 06:00:00,CS,LILI,75.0,970.0,73,21.0,-82.2,4,Cat1
104390,2002265N10315,2002-10-01 11:00:00,CS,LILI,90.0,971.0,22,21.3,-83.0,4,Cat2
104391,2002265N10315,2002-10-01 12:00:00,CS,LILI,90.0,971.0,20,21.6,-83.2,4,Cat2
104392,2002265N10315,2002-10-01 14:00:00,CS,LILI,90.0,971.0,0,22.1,-84.0,4,Cat2
104394,2002265N10315,2002-10-01 18:00:00,GM,LILI,90.0,971.0,10,22.4,-84.4,4,Cat2
104396,2002265N10315,2002-10-02 00:00:00,GM,LILI,90.0,967.0,142,23.0,-85.7,4,Cat2
104398,2002265N10315,2002-10-02 06:00:00,GM,LILI,100.0,962.0,234,23.6,-87.2,4,Cat3
104400,2002265N10315,2002-10-02 12:00:00,GM,LILI,110.0,952.0,324,24.4,-88.3,4,Cat3
104402,2002265N10315,2002-10-02 18:00:00,GM,LILI,120.0,941.0,403,25.4,-89.5,4,Cat4
104403,2002265N10315,2002-10-02 20:13:00,GM,LILI,125.0,938.0,355,25.9,-89.9,4,Cat4
104405,2002265N10315,2002-10-03 00:00:00,GM,LILI,125.0,940.0,268,26.7,-90.3,4,Cat4
104407,2002265N10315,2002-10-03 06:00:00,GM,LILI,105.0,957.0,121,28.1,-91.4,4,Cat3
104409,2002265N10315,2002-10-03 12:00:00,GM,LILI,80.0,962.0,38,29.2,-92.1,4,Cat1
104410,2002265N10315,2002-10-03 13:00:00,GM,LILI,80.0,963.0,9,29.5,-92.2,4,Cat1
104419,2002288N17277,2002-10-14 12:00:00,CS,NOT_NAMED,30.0,1008.0,198,16.9,-82.6,4,TS
104421,2002288N17277,2002-10-14 18:00:00,CS,NOT_NAMED,30.0,1005.0,202,17.2,-83.1,4,TS
104423,2002288N17277,2002-10-15 00:00:00,CS,NOT_NAMED,30.0,1004.0,186,17.1,-83.2,4,TS
104425,2002288N17277,2002-10-15 06:00:00,CS,NOT_NAMED,30.0,1004.0,235,17.5,-83.0,4,TS
104427,2002288N17277,2002-10-15 12:00:00,CS,NOT_NAMED,30.0,1004.0,284,17.9,-82.8,4,TS
104429,2002288N17277,2002-10-15 18:00:00,CS,NOT_NAMED,30.0,1002.0,314,18.6,-82.5,4,TS
104431,2002288N17277,2002-10-16 00:00:00,CS,NOT_NAMED,30.0,1003.0,200,19.7,-82.2,4,TS
104433,2002288N17277,2002-10-16 06:00:00,CS,NOT_NAMED,30.0,1003.0,154,20.5,-81.6,4,TS
104435,2002288N17277,2002-10-16 12:00:00,CS,NOT_NAMED,30.0,1005.0,59,21.5,-81.0,4,TS
104437,2002288N17277,2002-10-16 16:00:00,CS,NOT_NAMED,25.0,1006.0,11,22.0,-80.7,4,TS
104531,2003179N20271,2003-06-29 06:00:00,GM,BILL,30.0,1007.0,90,22.0,-90.0,2,TS
104533,2003179N20271,2003-06-29 12:00:00,GM,BILL,35.0,1007.0,253,23.4,-90.5,2,TS
104535,2003179N20271,2003-06-29 18:00:00,GM,BILL,40.0,1009.0,399,24.6,-91.1,2,TS
104537,2003179N20271,2003-06-30 00:00:00,GM,BILL,45.0,1008.0,359,25.9,-91.3,2,TS
104539,2003179N20271,2003-06-30 06:00:00,GM,BILL,45.0,1007.0,230,27.1,-91.5,2,TS
104541,2003179N20271,2003-06-30 12:00:00,GM,BILL,50.0,1002.0,116,28.2,-91.5,2,TS
104543,2003179N20271,2003-06-30 18:00:00,GM,BILL,50.0,997.0,9,29.1,-91.0,2,TS
104569,2003188N11307,2003-07-07 18:00:00,CS,CLAUDETTE,35.0,1010.0,308,13.2,-59.8,3,TS
104571,2003188N11307,2003-07-08 00:00:00,CS,CLAUDETTE,35.0,1009.0,336,13.7,-62.0,3,TS
104573,2003188N11307,2003-07-08 06:00:00,CS,CLAUDETTE,40.0,1009.0,386,14.0,-64.8,3,TS
104575,2003188N11307,2003-07-08 12:00:00,CS,CLAUDETTE,40.0,1009.0,358,14.4,-67.6,3,TS
104577,2003188N11307,2003-07-08 18:00:00,CS,CLAUDETTE,45.0,1006.0,302,14.8,-70.0,3,TS
104579,2003188N11307,2003-07-09 00:00:00,CS,CLAUDETTE,50.0,1001.0,292,15.0,-72.0,3,TS
104581,2003188N11307,2003-07-09 06:00:00,CS,CLAUDETTE,60.0,1003.0,328,15.1,-74.4,3,TS
104583,2003188N11307,2003-07-09 12:00:00,CS,CLAUDETTE,55.0,1004.0,278,15.3,-76.5,3,TS
104585,2003188N11307,2003-07-09 18:00:00,CS,CLAUDETTE,55.0,1002.0,253,15.8,-78.6,3,TS
104587,2003188N11307,2003-07-10 00:00:00,CS,CLAUDETTE,55.0,1002.0,309,16.1,-80.3,3,TS
104589,2003188N11307,2003-07-10 06:00:00,CS,CLAUDETTE,55.0,998.0,232,16.6,-81.7,3,TS
104591,2003188N11307,2003-07-10 12:00:00,CS,CLAUDETTE,70.0,988.0,248,17.5,-82.8,3,Cat1
104593,2003188N11307,2003-07-10 18:00:00,CS,CLAUDETTE,55.0,1003.0,308,18.6,-84.1,3,TS
104595,2003188N11307,2003-07-11 00:00:00,CS,CLAUDETTE,50.0,1010.0,190,19.7,-85.5,3,TS
104597,2003188N11307,2003-07-11 06:00:00,CS,CLAUDETTE,50.0,1009.0,76,20.4,-86.3,3,TS
104599,2003188N11307,2003-07-11 10:00:00,CS,CLAUDETTE,50.0,1009.0,0,20.8,-86.9,3,TS
104602,2003188N11307,2003-07-11 18:00:00,GM,CLAUDETTE,45.0,1009.0,33,21.8,-88.2,3,TS
104604,2003188N11307,2003-07-12 00:00:00,GM,CLAUDETTE,45.0,1008.0,137,22.6,-89.2,3,TS
104606,2003188N11307,2003-07-12 06:00:00,GM,CLAUDETTE,45.0,1007.0,236,23.3,-90.2,3,TS
104608,2003188N11307,2003-07-12 12:00:00,GM,CLAUDETTE,45.0,1006.0,312,23.9,-90.7,3,TS
104610,2003188N11307,2003-07-12 18:00:00,GM,CLAUDETTE,45.0,1008.0,393,24.6,-90.9,3,TS
104612,2003188N11307,2003-07-13 00:00:00,GM,CLAUDETTE,45.0,1003.0,442,24.9,-91.5,3,TS
104614,2003188N11307,2003-07-13 06:00:00,GM,CLAUDETTE,45.0,1005.0,455,24.9,-91.9,3,TS
104616,2003188N11307,2003-07-13 12:00:00,GM,CLAUDETTE,50.0,999.0,462,25.1,-92.1,3,TS
104618,2003188N11307,2003-07-13 18:00:00,GM,CLAUDETTE,50.0,995.0,443,25.3,-92.2,3,TS
104620,2003188N11307,2003-07-14 00:00:00,GM,CLAUDETTE,55.0,991.0,411,25.6,-92.2,3,TS
104622,2003188N11307,2003-07-14 06:00:00,GM,CLAUDETTE,55.0,993.0,372,26.0,-92.3,3,TS
104624,2003188N11307,2003-07-14 12:00:00,GM,CLAUDETTE,55.0,991.0,314,26.7,-92.6,3,TS
104626,2003188N11307,2003-07-14 18:00:00,GM,CLAUDETTE,60.0,989.0,254,27.3,-93.0,3,TS
104628,2003188N11307,2003-07-15 00:00:00,GM,CLAUDETTE,60.0,988.0,213,27.7,-93.6,3,TS
104630,2003188N11307,2003-07-15 06:00:00,GM,CLAUDETTE,65.0,987.0,136,27.9,-94.6,3,Cat1
104632,2003188N11307,2003-07-15 12:00:00,GM,CLAUDETTE,75.0,982.0,59,28.3,-95.5,3,Cat1
104634,2003188N11307,2003-07-15 15:30:00,GM,CLAUDETTE,80.0,979.0,22,28.3,-96.2,3,Cat1
