,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category,Rounded_Latitude,Rounded_Longitude,city,country
111655,2010176N16278,2010-06-24 18:00:00,CS,ALEX,25.0,1007.0,155,15.9,-82.0,2,TS,16,-82,,
111657,2010176N16278,2010-06-25 00:00:00,CS,ALEX,25.0,1006.0,154,16.0,-82.1,2,TS,16,-82,,
111659,2010176N16278,2010-06-25 06:00:00,CS,ALEX,25.0,1006.0,147,16.1,-82.3,2,TS,16,-82,,
111661,2010176N16278,2010-06-25 12:00:00,CS,ALEX,30.0,1005.0,139,16.2,-82.5,2,TS,16,-82,,
111663,2010176N16278,2010-06-25 18:00:00,CS,ALEX,30.0,1005.0,127,16.4,-83.1,2,TS,16,-83,,
111665,2010176N16278,2010-06-26 00:00:00,CS,ALEX,30.0,1004.0,99,16.6,-83.9,2,TS,17,-84,,
111667,2010176N16278,2010-06-26 06:00:00,CS,ALEX,40.0,1004.0,89,16.7,-84.9,2,TS,17,-85,,
111669,2010176N16278,2010-06-26 12:00:00,CS,ALEX,40.0,1004.0,113,16.9,-86.1,2,TS,17,-86,,
111671,2010176N16278,2010-06-26 18:00:00,CS,ALEX,55.0,996.0,108,17.2,-87.2,2,TS,17,-87,,
111673,2010176N16278,2010-06-27 00:00:00,CS,ALEX,55.0,995.0,0,17.5,-88.2,2,TS,18,-88,,Belize
111681,2010176N16278,2010-06-28 00:00:00,GM,ALEX,40.0,991.0,10,19.2,-91.1,2,TS,19,-91,,México
111683,2010176N16278,2010-06-28 06:00:00,GM,ALEX,40.0,991.0,53,19.5,-91.4,2,TS,20,-91,,
111685,2010176N16278,2010-06-28 12:00:00,GM,ALEX,50.0,989.0,99,20.0,-91.6,2,TS,20,-92,,
111687,2010176N16278,2010-06-28 18:00:00,GM,ALEX,50.0,990.0,124,20.3,-91.7,2,TS,20,-92,,
111689,2010176N16278,2010-06-29 00:00:00,GM,ALEX,55.0,987.0,126,20.7,-91.7,2,TS,21,-92,,
111691,2010176N16278,2010-06-29 06:00:00,GM,ALEX,55.0,985.0,171,21.5,-91.9,2,TS,22,-92,,
111693,2010176N16278,2010-06-29 12:00:00,GM,ALEX,60.0,983.0,287,22.4,-92.7,2,TS,22,-93,,
111695,2010176N16278,2010-06-29 18:00:00,GM,ALEX,60.0,981.0,395,22.9,-93.6,2,TS,23,-94,,
111697,2010176N16278,2010-06-30 00:00:00,GM,ALEX,65.0,973.0,336,23.0,-94.4,2,Cat1,23,-94,,
111699,2010176N16278,2010-06-30 06:00:00,GM,ALEX,70.0,966.0,306,23.1,-94.8,2,Cat1,23,-95,,
111701,2010176N16278,2010-06-30 12:00:00,GM,ALEX,75.0,958.0,264,23.5,-95.2,2,Cat1,24,-95,,
111702,2010176N16278,2010-06-30 15:00:00,GM,ALEX,75.0,958.0,229,24.0,-95.5,2,Cat1,24,-96,,
111703,2010176N16278,2010-06-30 18:00:00,GM,ALEX,80.0,962.0,152,24.3,-96.2,2,Cat1,24,-96,,
111705,2010176N16278,2010-07-01 00:00:00,GM,ALEX,90.0,948.0,46,24.3,-97.3,3,Cat2,24,-97,,
111706,2010176N16278,2010-07-01 02:00:00,GM,ALEX,95.0,946.0,10,24.2,-97.7,3,Cat2,24,-98,,México
111715,2010188N21269,2010-07-07 06:00:00,GM,NOT_NAMED,25.0,1006.0,94,21.5,-91.1,3,TS,22,-91,,
111717,2010188N21269,2010-07-07 12:00:00,GM,NOT_NAMED,25.0,1006.0,208,22.1,-92.0,3,TS,22,-92,,
111719,2010188N21269,2010-07-07 18:00:00,GM,NOT_NAMED,30.0,1006.0,320,22.8,-92.8,3,TS,23,-93,,
111721,2010188N21269,2010-07-08 00:00:00,GM,NOT_NAMED,30.0,1005.0,410,23.7,-93.7,3,TS,24,-94,,
111723,2010188N21269,2010-07-08 06:00:00,GM,NOT_NAMED,30.0,1006.0,243,24.7,-95.0,3,TS,25,-95,,
111725,2010188N21269,2010-07-08 12:00:00,GM,NOT_NAMED,30.0,1006.0,51,26.1,-96.6,3,TS,26,-97,,United States
111726,2010188N21269,2010-07-08 14:00:00,GM,NOT_NAMED,30.0,1006.0,11,26.1,-97.1,3,TS,26,-97,,United States
111756,2010203N22286,2010-07-24 00:00:00,GM,BONNIE,30.0,1010.0,59,26.3,-82.6,3,TS,26,-83,,
111758,2010203N22286,2010-07-24 06:00:00,GM,BONNIE,30.0,1013.0,190,26.7,-84.4,3,TS,27,-84,,
111760,2010203N22286,2010-07-24 12:00:00,GM,BONNIE,25.0,1013.0,250,27.5,-85.9,3,TS,28,-86,,
111762,2010203N22286,2010-07-24 18:00:00,GM,BONNIE,25.0,1013.0,216,28.1,-87.1,3,TS,28,-87,,
111764,2010203N22286,2010-07-25 00:00:00,GM,BONNIE,25.0,1012.0,88,28.6,-88.3,3,TS,29,-88,,
111766,2010203N22286,2010-07-25 06:00:00,GM,BONNIE,25.0,1012.0,9,29.2,-89.5,3,TS,29,-90,,United States
111818,2010222N26277,2010-08-10 06:00:00,GM,NOT_NAMED,25.0,1008.0,127,25.7,-83.0,3,TS,26,-83,,
111820,2010222N26277,2010-08-10 12:00:00,GM,NOT_NAMED,25.0,1008.0,156,25.7,-83.3,3,TS,26,-83,,
111822,2010222N26277,2010-08-10 18:00:00,GM,NOT_NAMED,30.0,1008.0,171,25.9,-83.7,3,TS,26,-84,,
111824,2010222N26277,2010-08-11 00:00:00,GM,NOT_NAMED,30.0,1008.0,195,26.1,-84.1,3,TS,26,-84,,
111826,2010222N26277,2010-08-11 06:00:00,GM,NOT_NAMED,30.0,1008.0,253,26.5,-85.0,3,TS,26,-85,,
111828,2010222N26277,2010-08-11 12:00:00,GM,NOT_NAMED,25.0,1008.0,298,27.1,-86.1,3,TS,27,-86,,
111830,2010222N26277,2010-08-11 18:00:00,GM,NOT_NAMED,25.0,1009.0,191,28.0,-87.5,3,TS,28,-88,,
111832,2010222N26277,2010-08-12 00:00:00,GM,NOT_NAMED,25.0,1009.0,59,29.0,-88.4,3,TS,29,-88,,
111834,2010222N26277,2010-08-12 06:00:00,GM,NOT_NAMED,25.0,1008.0,36,29.4,-88.8,3,TS,29,-89,,United States
111836,2010222N26277,2010-08-12 12:00:00,GM,NOT_NAMED,25.0,1008.0,31,29.7,-89.0,3,TS,30,-89,,United States
111838,2010222N26277,2010-08-12 18:00:00,GM,NOT_NAMED,25.0,1008.0,28,29.8,-89.0,3,TS,30,-89,,United States
111840,2010222N26277,2010-08-13 00:00:00,GM,NOT_NAMED,25.0,1007.0,38,30.0,-88.9,3,TS,30,-89,,United States
111842,2010222N26277,2010-08-13 06:00:00,GM,NOT_NAMED,25.0,1007.0,0,30.4,-88.8,3,TS,30,-89,,United States
111866,2010222N26277,2010-08-16 06:00:00,GM,NOT_NAMED,20.0,1010.0,9,30.0,-85.6,3,TS,30,-86,,
111868,2010222N26277,2010-08-16 12:00:00,GM,NOT_NAMED,20.0,1009.0,73,29.3,-86.0,3,TS,29,-86,,
111870,2010222N26277,2010-08-16 18:00:00,GM,NOT_NAMED,25.0,1008.0,118,29.3,-86.8,3,TS,29,-87,,
111872,2010222N26277,2010-08-17 00:00:00,GM,NOT_NAMED,25.0,1007.0,72,29.6,-87.7,3,TS,30,-88,,
111874,2010222N26277,2010-08-17 06:00:00,GM,NOT_NAMED,25.0,1008.0,34,30.0,-88.6,3,TS,30,-89,,United States
112032,2010236N12341,2010-08-30 06:00:00,CS,EARL,95.0,967.0,391,18.1,-61.9,3,Cat2,18,-62,,
112034,2010236N12341,2010-08-30 12:00:00,CS,EARL,105.0,965.0,263,18.5,-63.1,3,Cat3,18,-63,,Nederland
112185,2010244N12328,2010-09-07 06:00:00,CS,GASTON,25.0,1010.0,523,17.1,-60.8,3,TS,17,-61,,
112187,2010244N12328,2010-09-07 12:00:00,CS,GASTON,25.0,1010.0,345,16.8,-62.7,3,TS,17,-63,,
112189,2010244N12328,2010-09-07 18:00:00,CS,GASTON,25.0,1010.0,185,16.8,-64.6,3,TS,17,-65,,
112191,2010244N12328,2010-09-08 00:00:00,CS,GASTON,25.0,1010.0,101,17.0,-66.3,3,TS,17,-66,,
112193,2010244N12328,2010-09-08 06:00:00,CS,GASTON,25.0,1010.0,77,17.4,-67.7,3,TS,17,-68,,
112194,2010247N15266,2010-09-03 18:00:00,MM,HERMINE,30.0,1006.0,116,14.9,-94.1,3,TS,15,-94,,
112196,2010247N15266,2010-09-04 00:00:00,MM,HERMINE,30.0,1005.0,92,15.3,-94.5,3,TS,15,-94,,
112198,2010247N15266,2010-09-04 06:00:00,MM,HERMINE,30.0,1004.0,11,16.1,-95.1,3,TS,16,-95,,México
112199,2010247N15266,2010-09-04 07:00:00,MM,HERMINE,30.0,1004.0,0,16.2,-95.2,3,TS,16,-95,,México
112201,2010247N15266,2010-09-04 12:00:00,MM,HERMINE,25.0,1006.0,0,16.7,-95.6,3,TS,17,-96,,México
112203,2010247N15266,2010-09-04 18:00:00,MM,HERMINE,20.0,1006.0,0,17.5,-95.6,3,TS,18,-96,,México
112205,2010247N15266,2010-09-05 00:00:00,MM,HERMINE,20.0,1006.0,0,18.3,-95.6,3,TS,18,-96,,México
112207,2010247N15266,2010-09-05 06:00:00,GM,HERMINE,20.0,1006.0,24,19.0,-95.6,3,TS,19,-96,,México
112209,2010247N15266,2010-09-05 12:00:00,GM,HERMINE,20.0,1006.0,62,19.5,-95.6,3,TS,20,-96,,
112211,2010247N15266,2010-09-05 18:00:00,GM,HERMINE,25.0,1004.0,94,20.0,-95.5,3,TS,20,-96,,
112213,2010247N15266,2010-09-06 00:00:00,GM,HERMINE,30.0,1002.0,171,20.7,-95.0,3,TS,21,-95,,
112215,2010247N15266,2010-09-06 06:00:00,GM,HERMINE,40.0,1001.0,228,21.8,-95.1,3,TS,22,-95,,
112217,2010247N15266,2010-09-06 12:00:00,GM,HERMINE,45.0,998.0,225,23.0,-95.6,3,TS,23,-96,,
112219,2010247N15266,2010-09-06 18:00:00,GM,HERMINE,50.0,995.0,131,24.0,-96.5,3,TS,24,-96,,
112221,2010247N15266,2010-09-07 00:00:00,GM,HERMINE,55.0,991.0,32,24.9,-97.2,3,TS,25,-97,,
112222,2010247N15266,2010-09-07 02:00:00,GM,HERMINE,60.0,989.0,0,25.3,-97.4,3,TS,25,-97,,
112467,2010257N16282,2010-09-13 18:00:00,CS,KARL,25.0,1005.0,198,16.3,-78.5,3,TS,16,-78,,
112469,2010257N16282,2010-09-14 00:00:00,CS,KARL,25.0,1004.0,232,16.6,-79.8,3,TS,17,-80,,
112471,2010257N16282,2010-09-14 06:00:00,CS,KARL,25.0,1003.0,309,17.0,-81.1,3,TS,17,-81,,
112473,2010257N16282,2010-09-14 12:00:00,CS,KARL,30.0,1003.0,282,17.6,-82.3,3,TS,18,-82,,
112475,2010257N16282,2010-09-14 18:00:00,CS,KARL,35.0,1001.0,267,18.1,-83.6,3,TS,18,-84,,
112477,2010257N16282,2010-09-15 00:00:00,CS,KARL,40.0,999.0,268,18.3,-85.0,3,TS,18,-85,,
112479,2010257N16282,2010-09-15 06:00:00,CS,KARL,55.0,997.0,161,18.3,-86.2,3,TS,18,-86,,
112481,2010257N16282,2010-09-15 12:00:00,CS,KARL,55.0,991.0,15,18.5,-87.6,3,TS,18,-88,,Belize
112482,2010257N16282,2010-09-15 12:45:00,CS,KARL,55.0,991.0,0,18.5,-87.8,3,TS,18,-88,,Belize
112488,2010257N16282,2010-09-16 06:00:00,GM,KARL,45.0,994.0,24,19.4,-91.1,3,TS,19,-91,,México
112490,2010257N16282,2010-09-16 12:00:00,GM,KARL,55.0,986.0,107,19.6,-92.2,3,TS,20,-92,,
112492,2010257N16282,2010-09-16 18:00:00,GM,KARL,70.0,982.0,128,19.6,-93.3,3,Cat1,20,-93,,
112494,2010257N16282,2010-09-17 00:00:00,GM,KARL,85.0,971.0,155,19.7,-94.1,3,Cat2,20,-94,,
112496,2010257N16282,2010-09-17 06:00:00,GM,KARL,95.0,966.0,116,19.7,-94.9,3,Cat2,20,-95,,
112498,2010257N16282,2010-09-17 12:00:00,GM,KARL,110.0,956.0,68,19.6,-95.6,3,Cat3,20,-96,,
112499,2010257N16282,2010-09-17 15:00:00,GM,KARL,110.0,970.0,24,19.4,-96.0,3,Cat3,19,-96,,México
112500,2010257N16282,2010-09-17 16:45:00,GM,KARL,100.0,976.0,10,19.3,-96.2,3,Cat3,19,-96,,México
112579,2010267N14285,2010-09-23 12:00:00,CS,MATTHEW,30.0,1008.0,287,13.7,-74.8,3,TS,14,-75,,
112581,2010267N14285,2010-09-23 18:00:00,CS,MATTHEW,35.0,1007.0,354,13.9,-76.2,3,TS,14,-76,,
112583,2010267N14285,2010-09-24 00:00:00,CS,MATTHEW,40.0,1005.0,417,14.0,-77.7,3,TS,14,-78,,
112585,2010267N14285,2010-09-24 06:00:00,CS,MATTHEW,45.0,1003.0,422,14.0,-79.3,3,TS,14,-79,,
112587,2010267N14285,2010-09-24 12:00:00,CS,MATTHEW,45.0,1001.0,226,14.2,-81.1,3,TS,14,-81,,Colombia
112589,2010267N14285,2010-09-24 18:00:00,CS,MATTHEW,50.0,998.0,32,14.6,-83.0,3,TS,15,-83,,Nicaragua
112590,2010267N14285,2010-09-24 19:00:00,CS,MATTHEW,50.0,998.0,0,14.7,-83.3,3,TS,15,-83,,Nicaragua
112596,2010267N14285,2010-09-25 12:00:00,CS,MATTHEW,35.0,1000.0,55,16.3,-87.7,3,TS,16,-88,Puerto Cortés,Honduras
112597,2010267N14285,2010-09-25 15:00:00,CS,MATTHEW,35.0,1000.0,0,16.5,-88.4,3,TS,16,-88,Puerto Cortés,Honduras
112607,2010271N19276,2010-09-28 00:00:00,CS,NICOLE,25.0,1003.0,261,19.4,-84.1,3,TS,19,-84,,
112609,2010271N19276,2010-09-28 06:00:00,CS,NICOLE,30.0,1003.0,193,19.8,-83.5,3,TS,20,-84,,
112611,2010271N19276,2010-09-28 12:00:00,CS,NICOLE,35.0,1001.0,113,20.4,-83.0,3,TS,20,-83,,
112613,2010271N19276,2010-09-28 18:00:00,CS,NICOLE,40.0,999.0,45,21.0,-82.7,3,TS,21,-83,,
112615,2010271N19276,2010-09-29 00:00:00,CS,NICOLE,35.0,997.0,38,21.4,-82.2,3,TS,21,-82,,
112617,2010271N19276,2010-09-29 06:00:00,CS,NICOLE,35.0,996.0,49,21.7,-81.6,3,TS,22,-82,,Cuba
112619,2010271N19276,2010-09-29 12:00:00,CS,NICOLE,40.0,995.0,22,21.9,-81.0,3,TS,22,-81,,Cuba
112620,2010271N19276,2010-09-29 15:00:00,CS,NICOLE,40.0,995.0,0,22.2,-80.5,3,TS,22,-80,,Cuba
112721,2010284N14278,2010-10-11 00:00:00,CS,PAULA,30.0,1006.0,157,13.9,-81.8,4,TS,14,-82,,
112723,2010284N14278,2010-10-11 06:00:00,CS,PAULA,35.0,1005.0,76,14.4,-82.5,4,TS,14,-82,,
112725,2010284N14278,2010-10-11 12:00:00,CS,PAULA,45.0,1004.0,0,15.0,-83.2,4,TS,15,-83,,Nicaragua
112727,2010284N14278,2010-10-11 18:00:00,CS,PAULA,60.0,1001.0,24,15.7,-83.8,4,TS,16,-84,,
112729,2010284N14278,2010-10-12 00:00:00,CS,PAULA,65.0,996.0,74,16.5,-84.4,4,Cat1,16,-84,,
112731,2010284N14278,2010-10-12 06:00:00,CS,PAULA,65.0,991.0,156,17.3,-85.0,4,Cat1,17,-85,,
112733,2010284N14278,2010-10-12 12:00:00,CS,PAULA,75.0,986.0,228,18.1,-85.6,4,Cat1,18,-86,,
112735,2010284N14278,2010-10-12 18:00:00,CS,PAULA,90.0,981.0,174,18.8,-85.9,4,Cat2,19,-86,,
112737,2010284N14278,2010-10-13 00:00:00,CS,PAULA,90.0,981.0,147,19.6,-86.0,4,Cat2,20,-86,,
112739,2010284N14278,2010-10-13 06:00:00,CS,PAULA,85.0,984.0,109,20.3,-86.0,4,Cat2,20,-86,,
112741,2010284N14278,2010-10-13 12:00:00,CS,PAULA,85.0,987.0,85,20.9,-85.9,4,Cat2,21,-86,,
112743,2010284N14278,2010-10-13 18:00:00,CS,PAULA,75.0,990.0,99,21.4,-85.8,4,Cat1,21,-86,,
112745,2010284N14278,2010-10-14 00:00:00,CS,PAULA,75.0,993.0,62,21.8,-85.6,4,Cat1,22,-86,,
112747,2010284N14278,2010-10-14 06:00:00,GM,PAULA,70.0,995.0,39,22.2,-85.2,4,Cat1,22,-85,,Cuba
112749,2010284N14278,2010-10-14 12:00:00,GM,PAULA,60.0,999.0,30,22.6,-84.5,4,TS,23,-84,,
112750,2010284N14278,2010-10-14 15:00:00,GM,PAULA,55.0,1000.0,0,22.7,-83.9,4,TS,23,-84,,
112760,2010293N17277,2010-10-19 18:00:00,CS,RICHARD,30.0,1008.0,183,17.2,-83.4,4,TS,17,-83,,
112762,2010293N17277,2010-10-20 00:00:00,CS,RICHARD,30.0,1008.0,242,17.7,-83.2,4,TS,18,-83,,
112764,2010293N17277,2010-10-20 06:00:00,CS,RICHARD,30.0,1008.0,274,17.8,-82.8,4,TS,18,-83,,
112766,2010293N17277,2010-10-20 12:00:00,CS,RICHARD,30.0,1008.0,303,17.8,-82.3,4,TS,18,-82,,
112768,2010293N17277,2010-10-20 18:00:00,CS,RICHARD,30.0,1008.0,308,17.6,-81.8,4,TS,18,-82,,
112770,2010293N17277,2010-10-21 00:00:00,CS,RICHARD,30.0,1007.0,316,17.3,-81.3,4,TS,17,-81,,
112772,2010293N17277,2010-10-21 06:00:00,CS,RICHARD,30.0,1007.0,297,17.0,-80.9,4,TS,17,-81,,
112774,2010293N17277,2010-10-21 12:00:00,CS,RICHARD,35.0,1006.0,287,16.7,-80.6,4,TS,17,-81,,
112776,2010293N17277,2010-10-21 18:00:00,CS,RICHARD,35.0,1006.0,300,16.3,-80.4,4,TS,16,-80,,
112778,2010293N17277,2010-10-22 00:00:00,CS,RICHARD,35.0,1007.0,300,16.0,-80.5,4,TS,16,-80,,
112780,2010293N17277,2010-10-22 06:00:00,CS,RICHARD,35.0,1005.0,276,15.9,-80.7,4,TS,16,-81,,
112782,2010293N17277,2010-10-22 12:00:00,CS,RICHARD,35.0,1006.0,242,15.8,-81.0,4,TS,16,-81,,
112784,2010293N17277,2010-10-22 18:00:00,CS,RICHARD,40.0,1006.0,193,15.8,-81.5,4,TS,16,-82,,
112786,2010293N17277,2010-10-23 00:00:00,CS,RICHARD,40.0,1006.0,139,15.8,-82.1,4,TS,16,-82,,
112788,2010293N17277,2010-10-23 06:00:00,CS,RICHARD,45.0,1004.0,102,15.8,-82.6,4,TS,16,-83,,
112790,2010293N17277,2010-10-23 12:00:00,CS,RICHARD,50.0,1000.0,74,15.9,-83.1,4,TS,16,-83,,
112792,2010293N17277,2010-10-23 18:00:00,CS,RICHARD,55.0,998.0,61,16.0,-83.6,4,TS,16,-84,,
112794,2010293N17277,2010-10-24 00:00:00,CS,RICHARD,60.0,995.0,44,16.2,-84.3,4,TS,16,-84,,
112796,2010293N17277,2010-10-24 06:00:00,CS,RICHARD,65.0,992.0,67,16.5,-85.2,4,Cat1,16,-85,,Honduras
112798,2010293N17277,2010-10-24 12:00:00,CS,RICHARD,75.0,990.0,109,16.8,-86.3,4,Cat1,17,-86,,
112800,2010293N17277,2010-10-24 18:00:00,CS,RICHARD,80.0,984.0,95,17.0,-87.3,4,Cat1,17,-87,,
112802,2010293N17277,2010-10-25 00:00:00,CS,RICHARD,85.0,977.0,10,17.2,-88.2,4,Cat2,17,-88,,Belize
112803,2010293N17277,2010-10-25 00:30:00,CS,RICHARD,85.0,977.0,0,17.2,-88.3,4,Cat2,17,-88,,Belize
112813,2010293N17277,2010-10-26 06:00:00,GM,RICHARD,25.0,1004.0,55,19.1,-92.3,4,TS,19,-92,,
112815,2010293N17277,2010-10-26 12:00:00,GM,RICHARD,20.0,1004.0,169,20.1,-92.9,4,TS,20,-93,,
112825,2010302N09306,2010-10-30 09:00:00,CS,TOMAS,60.0,997.0,305,13.0,-59.5,4,TS,13,-60,,
112826,2010302N09306,2010-10-30 12:00:00,CS,TOMAS,65.0,993.0,286,13.1,-60.1,4,Cat1,13,-60,,
112828,2010302N09306,2010-10-30 18:00:00,CS,TOMAS,80.0,990.0,291,13.3,-61.0,4,Cat1,13,-61,,Saint Vincent and the Grenadines
112829,2010302N09306,2010-10-30 20:00:00,CS,TOMAS,85.0,987.0,302,13.4,-61.2,4,Cat2,13,-61,,Saint Vincent and the Grenadines
112831,2010302N09306,2010-10-31 00:00:00,CS,TOMAS,85.0,982.0,313,13.5,-61.7,4,Cat2,14,-62,,
112833,2010302N09306,2010-10-31 06:00:00,CS,TOMAS,85.0,983.0,347,13.8,-62.4,4,Cat2,14,-62,,
112835,2010302N09306,2010-10-31 12:00:00,CS,TOMAS,80.0,988.0,370,14.0,-63.3,4,Cat1,14,-63,,
112837,2010302N09306,2010-10-31 18:00:00,CS,TOMAS,65.0,994.0,403,14.2,-64.4,4,Cat1,14,-64,,
112839,2010302N09306,2010-11-01 00:00:00,CS,TOMAS,55.0,997.0,392,14.1,-65.8,4,TS,14,-66,,
112841,2010302N09306,2010-11-01 06:00:00,CS,TOMAS,45.0,1003.0,333,13.9,-67.1,4,TS,14,-67,,
112843,2010302N09306,2010-11-01 12:00:00,CS,TOMAS,40.0,1005.0,249,13.6,-68.2,4,TS,14,-68,,
112845,2010302N09306,2010-11-01 18:00:00,CS,TOMAS,40.0,1005.0,174,13.5,-69.2,4,TS,14,-69,,
112847,2010302N09306,2010-11-02 00:00:00,CS,TOMAS,40.0,1005.0,157,13.5,-70.3,4,TS,14,-70,,
112849,2010302N09306,2010-11-02 06:00:00,CS,TOMAS,45.0,1003.0,123,13.5,-71.4,4,TS,14,-71,,
112851,2010302N09306,2010-11-02 12:00:00,CS,TOMAS,40.0,1004.0,144,13.5,-72.5,4,TS,14,-72,,
112853,2010302N09306,2010-11-02 18:00:00,CS,TOMAS,35.0,1006.0,203,13.6,-73.4,4,TS,14,-73,,
112855,2010302N09306,2010-11-03 00:00:00,CS,TOMAS,30.0,1006.0,257,13.8,-73.9,4,TS,14,-74,,
112857,2010302N09306,2010-11-03 06:00:00,CS,TOMAS,30.0,1006.0,303,14.0,-74.3,4,TS,14,-74,,
112859,2010302N09306,2010-11-03 12:00:00,CS,TOMAS,30.0,1006.0,351,14.3,-74.7,4,TS,14,-75,,
112861,2010302N09306,2010-11-03 18:00:00,CS,TOMAS,35.0,1004.0,376,14.7,-75.1,4,TS,15,-75,,
112863,2010302N09306,2010-11-04 00:00:00,CS,TOMAS,40.0,1003.0,322,15.1,-75.5,4,TS,15,-76,,
112865,2010302N09306,2010-11-04 06:00:00,CS,TOMAS,40.0,998.0,270,15.5,-75.9,4,TS,16,-76,,
112867,2010302N09306,2010-11-04 12:00:00,CS,TOMAS,45.0,996.0,223,15.9,-76.2,4,TS,16,-76,,
112869,2010302N09306,2010-11-04 18:00:00,CS,TOMAS,50.0,995.0,167,16.4,-76.2,4,TS,16,-76,,
112871,2010302N09306,2010-11-05 00:00:00,CS,TOMAS,60.0,989.0,113,17.0,-75.7,4,TS,17,-76,,
112873,2010302N09306,2010-11-05 06:00:00,CS,TOMAS,70.0,985.0,107,17.7,-75.2,4,Cat1,18,-75,,
112875,2010302N09306,2010-11-05 12:00:00,CS,TOMAS,75.0,987.0,33,18.7,-74.7,4,Cat1,19,-75,,
112877,2010302N09306,2010-11-05 18:00:00,CS,TOMAS,70.0,992.0,52,19.7,-74.0,4,Cat1,20,-74,,
112936,2011179N20267,2011-06-28 06:00:00,GM,ARLENE,25.0,1007.0,145,19.9,-92.8,2,TS,20,-93,,
112938,2011179N20267,2011-06-28 12:00:00,GM,ARLENE,30.0,1006.0,194,20.3,-93.1,2,TS,20,-93,,
112940,2011179N20267,2011-06-28 18:00:00,GM,ARLENE,35.0,1006.0,249,20.7,-93.5,2,TS,21,-94,,
112942,2011179N20267,2011-06-29 00:00:00,GM,ARLENE,35.0,1005.0,288,21.0,-93.9,2,TS,21,-94,,
112944,2011179N20267,2011-06-29 06:00:00,GM,ARLENE,35.0,1003.0,245,21.2,-94.5,2,TS,21,-94,,
112946,2011179N20267,2011-06-29 12:00:00,GM,ARLENE,45.0,1000.0,190,21.3,-95.3,2,TS,21,-95,,
112948,2011179N20267,2011-06-29 18:00:00,GM,ARLENE,50.0,998.0,175,21.4,-95.6,2,TS,21,-96,,
112950,2011179N20267,2011-06-30 00:00:00,GM,ARLENE,50.0,996.0,124,21.6,-96.1,2,TS,22,-96,,
112952,2011179N20267,2011-06-30 06:00:00,GM,ARLENE,55.0,994.0,31,21.6,-97.0,2,TS,22,-97,,
112954,2011179N20267,2011-06-30 12:00:00,GM,ARLENE,55.0,993.0,0,21.6,-97.3,2,TS,22,-97,,
112955,2011179N20267,2011-06-30 13:00:00,GM,ARLENE,55.0,993.0,0,21.6,-97.4,2,TS,22,-97,,
113042,2011208N22274,2011-07-27 06:00:00,CS,DON,30.0,1007.0,79,21.6,-85.7,3,TS,22,-86,,
113044,2011208N22274,2011-07-27 12:00:00,GM,DON,30.0,1006.0,83,21.8,-86.2,3,TS,22,-86,,
113046,2011208N22274,2011-07-27 18:00:00,GM,DON,35.0,1003.0,63,22.0,-86.7,3,TS,22,-87,,
113048,2011208N22274,2011-07-28 00:00:00,GM,DON,35.0,1000.0,94,22.3,-87.4,3,TS,22,-87,,
113050,2011208N22274,2011-07-28 06:00:00,GM,DON,35.0,1000.0,156,22.9,-88.4,3,TS,23,-88,,
113052,2011208N22274,2011-07-28 12:00:00,GM,DON,40.0,1001.0,262,23.7,-89.5,3,TS,24,-90,,
113054,2011208N22274,2011-07-28 18:00:00,GM,DON,40.0,1004.0,345,24.2,-90.7,3,TS,24,-91,,
113056,2011208N22274,2011-07-29 00:00:00,GM,DON,45.0,997.0,424,24.6,-91.9,3,TS,25,-92,,
113058,2011208N22274,2011-07-29 06:00:00,GM,DON,45.0,1000.0,413,25.1,-93.1,3,TS,25,-93,,
113060,2011208N22274,2011-07-29 12:00:00,GM,DON,45.0,1002.0,280,25.8,-94.3,3,TS,26,-94,,
113062,2011208N22274,2011-07-29 18:00:00,GM,DON,45.0,1004.0,165,26.4,-95.5,3,TS,26,-96,,
113064,2011208N22274,2011-07-30 00:00:00,GM,DON,35.0,1006.0,59,27.0,-96.9,3,TS,27,-97,,
113065,2011208N22274,2011-07-30 02:30:00,GM,DON,30.0,1007.0,0,27.3,-97.4,3,TS,27,-97,,
113068,2011214N15299,2011-08-02 00:00:00,CS,EMILY,40.0,1007.0,470,14.9,-61.4,3,TS,15,-61,,France
113070,2011214N15299,2011-08-02 06:00:00,CS,EMILY,40.0,1007.0,478,15.1,-62.5,3,TS,15,-62,,
113072,2011214N15299,2011-08-02 12:00:00,CS,EMILY,40.0,1006.0,373,15.4,-63.6,3,TS,15,-64,,
113074,2011214N15299,2011-08-02 18:00:00,CS,EMILY,40.0,1005.0,278,15.7,-64.8,3,TS,16,-65,,
113076,2011214N15299,2011-08-03 00:00:00,CS,EMILY,45.0,1004.0,212,16.0,-66.2,3,TS,16,-66,,
113078,2011214N15299,2011-08-03 06:00:00,CS,EMILY,45.0,1003.0,186,16.3,-67.7,3,TS,16,-68,,
113080,2011214N15299,2011-08-03 12:00:00,CS,EMILY,45.0,1003.0,181,16.6,-69.1,3,TS,17,-69,,
113082,2011214N15299,2011-08-03 18:00:00,CS,EMILY,45.0,1003.0,147,16.8,-70.3,3,TS,17,-70,,
113084,2011214N15299,2011-08-04 00:00:00,CS,EMILY,45.0,1003.0,108,16.9,-70.7,3,TS,17,-71,,
